"","protein2_clean","protein1_clean","protein1","protein2","combined_score","gene1","entrez1","gene2","entrez2","go_similarity","label"
"877","ENSP00000388107","ENSP00000250495","9606.ENSP00000250495","9606.ENSP00000388107",965,"NEDD8","4738","UBA52","7311",0.712,1
"878","ENSP00000301788","ENSP00000272645","9606.ENSP00000272645","9606.ENSP00000301788",999,"POLR2D","5433","POLR2G","5436",0.7,1
"879","ENSP00000351310","ENSP00000296585","9606.ENSP00000296585","9606.ENSP00000351310",910,"ITGA2","3673","COL6A6","131873",1,1
"880","ENSP00000293303","ENSP00000264414","9606.ENSP00000264414","9606.ENSP00000293303",992,"CUL3","8452","KLHL10","317719",1,1
"881","ENSP00000359910","ENSP00000360493","9606.ENSP00000360493","9606.ENSP00000359910",907,"RUNX2","860","PSMA7","5688",0.135,0
"882","ENSP00000243253","ENSP00000296674","9606.ENSP00000296674","9606.ENSP00000243253",946,"RPS23","6228","SEC61A1","29927",0.13,0
"883","ENSP00000371155","ENSP00000325377","9606.ENSP00000325377","9606.ENSP00000371155",902,"WDR33","55339","NUP58","9818",0.064,0
"884","ENSP00000231887","ENSP00000384273","9606.ENSP00000384273","9606.ENSP00000231887",903,"RELA","5970","EHHADH","1962",0.052,0
"885","ENSP00000366246","ENSP00000359581","9606.ENSP00000359581","9606.ENSP00000366246",947,"HS2ST1","9653","GPC6","10082",0.062,0
"886","ENSP00000378402","ENSP00000302967","9606.ENSP00000302967","9606.ENSP00000378402",978,"HDAC3","8841","SIN3A","25942",0.381,0
"887","ENSP00000423602","ENSP00000482457","9606.ENSP00000482457","9606.ENSP00000423602",953,"PLCG2","5336","DAPP1","27071",0.348,0
"888","ENSP00000318195","ENSP00000256078","9606.ENSP00000256078","9606.ENSP00000318195",920,"KRAS","3845","NCL","4691",0.249,0
"889","ENSP00000298854","ENSP00000344432","9606.ENSP00000344432","9606.ENSP00000298854",913,"DOK7","285489","RAPSN","5913",0.086,0
"890","ENSP00000434412","ENSP00000236040","9606.ENSP00000236040","9606.ENSP00000434412",975,"P3H1","64175","SERPINH1","871",0.218,0
"891","ENSP00000378517","ENSP00000380638","9606.ENSP00000380638","9606.ENSP00000378517",923,"PTK2B","2185","SPP1","6696",0.272,0
"892","ENSP00000355607","ENSP00000301149","9606.ENSP00000301149","9606.ENSP00000355607",952,"GPD1","2819","GNPAT","8443",0.226,0
"893","ENSP00000264039","ENSP00000303634","9606.ENSP00000303634","9606.ENSP00000264039",906,"LRP8","7804","GPC1","2817",0.332,0
"894","ENSP00000367022","ENSP00000319169","9606.ENSP00000319169","9606.ENSP00000367022",933,"PRMT5","10419","H2AC6","8334",0.275,0
"895","ENSP00000434024","ENSP00000357644","9606.ENSP00000357644","9606.ENSP00000434024",923,"GATAD2B","57459","H2AX","3014",0.362,0
"896","ENSP00000232905","ENSP00000332604","9606.ENSP00000332604","9606.ENSP00000232905",951,"EIF3C","728689","EIF1B","10289",0.716,1
"897","ENSP00000261708","ENSP00000328854","9606.ENSP00000328854","9606.ENSP00000261708",998,"NOC4L","79050","UTP6","55813",0.845,1
"898","ENSP00000262320","ENSP00000300305","9606.ENSP00000300305","9606.ENSP00000262320",903,"RUNX1","861","AXIN1","8312",0.292,0
"899","ENSP00000361021","ENSP00000219789","9606.ENSP00000219789","9606.ENSP00000361021",913,"CDIPT","10423","PTEN","5728",1,1
"900","ENSP00000361540","ENSP00000360540","9606.ENSP00000360540","9606.ENSP00000361540",953,"CEP55","55165","CDC20","991",0.164,0
"901","ENSP00000355645","ENSP00000353864","9606.ENSP00000353864","9606.ENSP00000355645",919,"PAK3","5063","ACTA1","58",0.185,0
"902","ENSP00000262962","ENSP00000261531","9606.ENSP00000261531","9606.ENSP00000262962",987,"SNW1","22938","YJU2","55702",0.326,0
"903","ENSP00000322396","ENSP00000363574","9606.ENSP00000363574","9606.ENSP00000322396",905,"EIF6","3692","RRS1","23212",0.328,0
"904","ENSP00000296464","ENSP00000261396","9606.ENSP00000261396","9606.ENSP00000296464",904,"NUP133","55746","HSPA4L","22824",0.176,0
"905","ENSP00000363313","ENSP00000368801","9606.ENSP00000368801","9606.ENSP00000363313",981,"WBP4","11193","PRPF4","9128",0.962,1
"906","ENSP00000258418","ENSP00000348278","9606.ENSP00000348278","9606.ENSP00000258418",964,"STK39","27347","CAB39","51719",0.715,1
"907","ENSP00000385057","ENSP00000478121","9606.ENSP00000478121","9606.ENSP00000385057",948,"ELOC","6921","APOBEC3G","60489",0.179,0
"908","ENSP00000355689","ENSP00000286648","9606.ENSP00000286648","9606.ENSP00000355689",926,"DCK","1633","GUK1","2987",0.608,1
"909","ENSP00000310219","ENSP00000283195","9606.ENSP00000283195","9606.ENSP00000310219",928,"RANBP2","5903","HSPA6","3310",0.163,0
"910","ENSP00000264995","ENSP00000253099","9606.ENSP00000253099","9606.ENSP00000264995",999,"MRPL4","51073","MRPL3","11222",1,1
"911","ENSP00000258105","ENSP00000258383","9606.ENSP00000258383","9606.ENSP00000258105",975,"MRPL44","65080","MRPL53","116540",1,1
"912","ENSP00000241453","ENSP00000228872","9606.ENSP00000228872","9606.ENSP00000241453",929,"CDKN1B","1027","FLT3","2322",0.357,0
"913","ENSP00000398131","ENSP00000426909","9606.ENSP00000426909","9606.ENSP00000398131",915,"RACK1","10399","GSPT1","2935",0.3,0
"914","ENSP00000379258","ENSP00000481021","9606.ENSP00000481021","9606.ENSP00000379258",906,"SEM1","7979","GLI3","2737",0.144,0
"915","ENSP00000355896","ENSP00000364133","9606.ENSP00000364133","9606.ENSP00000355896",996,"TGFBR1","7046","TGFB2","7042",0.68,1
"916","ENSP00000363018","ENSP00000429931","9606.ENSP00000429931","9606.ENSP00000363018",922,"EIF3H","8667","RPL10A","4736",0.741,1
"917","ENSP00000297107","ENSP00000381008","9606.ENSP00000381008","9606.ENSP00000297107",941,"MUC16","94025","GALNT10","55568",0.135,0
"918","ENSP00000346196","ENSP00000276062","9606.ENSP00000276062","9606.ENSP00000346196",977,"NDUFB11","54539","NDUFV3","4731",0.703,1
"919","ENSP00000363832","ENSP00000285979","9606.ENSP00000285979","9606.ENSP00000363832",902,"CYP2C18","1562","AOX1","316",1,1
"920","ENSP00000255305","ENSP00000327821","9606.ENSP00000327821","9606.ENSP00000255305",913,"XPOT","11260","XPO4","64328",0.616,1
"921","ENSP00000360266","ENSP00000327251","9606.ENSP00000327251","9606.ENSP00000360266",956,"NOS2","4843","JUN","3725",0.309,0
"922","ENSP00000348775","ENSP00000315013","9606.ENSP00000315013","9606.ENSP00000348775",939,"CRAT","1384","ACOX3","8310",1,1
"923","ENSP00000430269","ENSP00000231887","9606.ENSP00000231887","9606.ENSP00000430269",916,"EHHADH","1962","EPHX2","2053",0.196,0
"924","ENSP00000382972","ENSP00000243563","9606.ENSP00000243563","9606.ENSP00000382972",965,"SNRPA","6626","SNRPN","6638",1,1
"925","ENSP00000264538","ENSP00000390436","9606.ENSP00000390436","9606.ENSP00000264538",926,"GLI2","2736","IFT57","55081",0.102,0
"926","ENSP00000283195","ENSP00000307078","9606.ENSP00000307078","9606.ENSP00000283195",993,"KIF5B","3799","RANBP2","5903",0.36,0
"927","ENSP00000336790","ENSP00000409555","9606.ENSP00000409555","9606.ENSP00000336790",951,"HERPUD1","9709","ATF4","468",0.371,0
"928","ENSP00000367208","ENSP00000337383","9606.ENSP00000337383","9606.ENSP00000367208",912,"NLRP3","114548","SUGT1","10910",0.145,0
"929","ENSP00000303015","ENSP00000342374","9606.ENSP00000342374","9606.ENSP00000303015",962,"SNRPD2","6633","ZRSR2","8233",0.937,1
"930","ENSP00000219271","ENSP00000308208","9606.ENSP00000308208","9606.ENSP00000219271",906,"MMP14","4323","MMP15","4324",0.613,1
"931","ENSP00000387662","ENSP00000265986","9606.ENSP00000265986","9606.ENSP00000387662",975,"IDE","3416","GCG","2641",0.214,0
"932","ENSP00000399457","ENSP00000223641","9606.ENSP00000223641","9606.ENSP00000399457",988,"SEC61B","10952","DDOST","1650",0.159,0
"933","ENSP00000353793","ENSP00000322180","9606.ENSP00000322180","9606.ENSP00000353793",985,"DSCC1","79075","WDHD1","11169",0.395,0
"934","ENSP00000364649","ENSP00000414066","9606.ENSP00000414066","9606.ENSP00000364649",940,"SDHAF3","57001","SDHB","6390",0.154,0
"935","ENSP00000351777","ENSP00000478877","9606.ENSP00000478877","9606.ENSP00000351777",933,"ADRM1","11047","VCP","7415",0.287,0
"936","ENSP00000232607","ENSP00000356853","9606.ENSP00000356853","9606.ENSP00000232607",980,"UCK2","7371","UMPS","7372",0.702,1
"937","ENSP00000482538","ENSP00000479794","9606.ENSP00000479794","9606.ENSP00000482538",928,"H4C12","8362","H2AC16","8332",0.376,0
"938","ENSP00000355778","ENSP00000480960","9606.ENSP00000480960","9606.ENSP00000355778",992,"H4C13","8368","H3-3A","3020",0.651,1
"939","ENSP00000354346","ENSP00000400591","9606.ENSP00000400591","9606.ENSP00000354346",939,"SNRPE","6635","","9782",0.135,0
"940","ENSP00000363822","ENSP00000001008","9606.ENSP00000001008","9606.ENSP00000363822",992,"FKBP4","2288","AR","367",0.19,0
"941","ENSP00000395772","ENSP00000221801","9606.ENSP00000221801","9606.ENSP00000395772",977,"FBL","2091","GNL3","26354",0.222,0
"942","ENSP00000274764","ENSP00000475814","9606.ENSP00000475814","9606.ENSP00000274764",908,"H2AC19","723790","H2BC1","255626",0.376,0
"943","ENSP00000339795","ENSP00000310572","9606.ENSP00000310572","9606.ENSP00000339795",909,"PSMC5","5705","RPL7","6129",0.275,0
"944","ENSP00000380308","ENSP00000325120","9606.ENSP00000325120","9606.ENSP00000380308",906,"PGR","5241","DYNC1I2","1781",0.132,0
"945","ENSP00000368104","ENSP00000341198","9606.ENSP00000341198","9606.ENSP00000368104",927,"NEO1","4756","BMP2","650",0.211,0
"946","ENSP00000310696","ENSP00000169298","9606.ENSP00000169298","9606.ENSP00000310696",948,"ST6GAL1","6480","B4GALT2","8704",0.311,0
"947","ENSP00000338345","ENSP00000229239","9606.ENSP00000229239","9606.ENSP00000338345",952,"GAPDH","2597","SNCA","6622",0.299,0
"948","ENSP00000315397","ENSP00000318158","9606.ENSP00000318158","9606.ENSP00000315397",991,"MRPS24","64951","MRPS31","10240",1,1
"949","ENSP00000361004","ENSP00000231449","9606.ENSP00000231449","9606.ENSP00000361004",952,"IL4","3565","IL13RA2","3598",0.263,0
"950","ENSP00000265433","ENSP00000371321","9606.ENSP00000371321","9606.ENSP00000265433",957,"RFC1","5981","NBN","4683",0.377,0
"951","ENSP00000272317","ENSP00000329967","9606.ENSP00000329967","9606.ENSP00000272317",951,"TBK1","29110","RPS27A","6233",0.186,0
"952","ENSP00000326806","ENSP00000463058","9606.ENSP00000463058","9606.ENSP00000326806",997,"RBM8A","9939","NCBP2","22916",0.705,1
"953","ENSP00000403852","ENSP00000359531","9606.ENSP00000359531","9606.ENSP00000403852",998,"GTF2B","2959","POLR2F","5435",0.616,1
"954","ENSP00000393963","ENSP00000411532","9606.ENSP00000411532","9606.ENSP00000393963",906,"TOP2A","7153","KIFC1","3833",0.331,0
"955","ENSP00000408005","ENSP00000356042","9606.ENSP00000356042","9606.ENSP00000408005",997,"EZR","7430","NHERF2","9351",0.262,0
"956","ENSP00000273130","ENSP00000350815","9606.ENSP00000350815","9606.ENSP00000273130",901,"NR3C2","4306","DYNC1LI1","51143",0.23,0
"957","ENSP00000379506","ENSP00000223641","9606.ENSP00000223641","9606.ENSP00000379506",908,"SEC61B","10952","RPL14","9045",0.173,0
"958","ENSP00000361363","ENSP00000263062","9606.ENSP00000263062","9606.ENSP00000361363",999,"EPC1","80314","DMAP1","55929",0.805,1
"959","ENSP00000362688","ENSP00000216554","9606.ENSP00000216554","9606.ENSP00000362688",996,"EIF5","1983","EIF3I","8668",0.741,1
"960","ENSP00000265081","ENSP00000233146","9606.ENSP00000233146","9606.ENSP00000265081",999,"MSH2","4436","MSH3","4437",0.714,1
"961","ENSP00000370625","ENSP00000323720","9606.ENSP00000323720","9606.ENSP00000370625",958,"MED14","9282","POLR2B","5431",0.732,1
"962","ENSP00000267935","ENSP00000370984","9606.ENSP00000370984","9606.ENSP00000267935",970,"COMMD8","54951","COMMD4","54939",1,1
"963","ENSP00000345393","ENSP00000327431","9606.ENSP00000327431","9606.ENSP00000345393",903,"HBG1","3047","MAFF","23764",0.086,0
"964","ENSP00000261303","ENSP00000227507","9606.ENSP00000227507","9606.ENSP00000261303",910,"CCND1","595","PSMC1","5700",0.196,0
"965","ENSP00000329374","ENSP00000237014","9606.ENSP00000237014","9606.ENSP00000329374",950,"TTR","7276","SERPINA7","6906",0.028,0
"966","ENSP00000302728","ENSP00000266031","9606.ENSP00000266031","9606.ENSP00000302728",933,"HYAL1","3373","GUSB","2990",1,1
"967","ENSP00000305288","ENSP00000385142","9606.ENSP00000385142","9606.ENSP00000305288",991,"NRXN1","9378","NLGN2","57555",0.617,1
"968","ENSP00000284523","ENSP00000305777","9606.ENSP00000305777","9606.ENSP00000284523",906,"CSNK1G1","53944","WNT3A","89780",0.289,0
"969","ENSP00000425561","ENSP00000456405","9606.ENSP00000456405","9606.ENSP00000425561",973,"MLST8","64223","EIF4E","1977",0.198,0
"970","ENSP00000391601","ENSP00000303511","9606.ENSP00000303511","9606.ENSP00000391601",994,"PEX6","5190","PEX5","5830",0.679,1
"971","ENSP00000415430","ENSP00000361298","9606.ENSP00000361298","9606.ENSP00000415430",924,"KIF2C","11004","GTSE1","51512",0.687,1
"972","ENSP00000359098","ENSP00000309565","9606.ENSP00000309565","9606.ENSP00000359098",953,"UQCRH","7388","COX7A2","1347",0.711,1
"973","ENSP00000400806","ENSP00000421491","9606.ENSP00000421491","9606.ENSP00000400806",999,"XRCC4","7518","APTX","54840",0.382,0
"974","ENSP00000249071","ENSP00000367851","9606.ENSP00000367851","9606.ENSP00000249071",998,"CYBB","1536","RAC2","5880",0.288,0
"975","ENSP00000371532","ENSP00000477707","9606.ENSP00000477707","9606.ENSP00000371532",923,"NR1H3","10062","VLDLR","7436",0.26,0
"976","ENSP00000271308","ENSP00000314067","9606.ENSP00000314067","9606.ENSP00000271308",927,"PAK2","5062","PSMA5","5686",0.333,0
"977","ENSP00000317376","ENSP00000368793","9606.ENSP00000368793","9606.ENSP00000317376",906,"MTRF1","9617","MRPS11","64963",0.835,1
"978","ENSP00000254193","ENSP00000400591","9606.ENSP00000400591","9606.ENSP00000254193",999,"SNRPE","6635","SNRPA1","6627",0.793,1
"979","ENSP00000335153","ENSP00000225577","9606.ENSP00000225577","9606.ENSP00000335153",976,"RPS6KB1","6198","HSP90AA1","3320",0.284,0
"980","ENSP00000364805","ENSP00000444029","9606.ENSP00000444029","9606.ENSP00000364805",914,"NUP153","9972","HSPA1L","3305",0.214,0
"981","ENSP00000317404","ENSP00000402394","9606.ENSP00000402394","9606.ENSP00000317404",967,"CHST15","51363","CHST13","166012",0.723,1
"982","ENSP00000414359","ENSP00000216802","9606.ENSP00000216802","9606.ENSP00000414359",989,"PSME2","5721","PSMA1","5682",0.6,1
"983","ENSP00000447537","ENSP00000321546","9606.ENSP00000321546","9606.ENSP00000447537",964,"BORCS5","118426","BLOC1S1","2647",0.669,1
"984","ENSP00000268125","ENSP00000257895","9606.ENSP00000257895","9606.ENSP00000268125",989,"RDH5","5959","RLBP1","6017",0.719,1
"985","ENSP00000359073","ENSP00000286301","9606.ENSP00000286301","9606.ENSP00000359073",933,"CSF1R","1436","VAV3","10451",0.387,0
"986","ENSP00000378217","ENSP00000259089","9606.ENSP00000259089","9606.ENSP00000378217",918,"BLK","640","PRKCD","5580",0.383,0
"987","ENSP00000299424","ENSP00000362068","9606.ENSP00000362068","9606.ENSP00000299424",999,"TAF8","129685","TAF10","6881",0.777,1
"988","ENSP00000309968","ENSP00000396843","9606.ENSP00000396843","9606.ENSP00000309968",901,"NFIC","4782","ADAM17","6868",0.122,0
"989","ENSP00000346148","ENSP00000358423","9606.ENSP00000358423","9606.ENSP00000346148",908,"RRAGD","58528","PRKAA1","5562",0.331,0
"990","ENSP00000304941","ENSP00000243578","9606.ENSP00000243578","9606.ENSP00000304941",962,"B9D2","80776","TCTN2","79867",1,1
"991","ENSP00000336868","ENSP00000367022","9606.ENSP00000367022","9606.ENSP00000336868",943,"H2AC6","8334","CENPA","1058",0.181,0
"992","ENSP00000482657","ENSP00000261479","9606.ENSP00000261479","9606.ENSP00000482657",902,"PSMA6","5687","MAP3K14","9020",0.166,0
"993","ENSP00000346088","ENSP00000310042","9606.ENSP00000310042","9606.ENSP00000346088",930,"ZNF622","90441","RPL22","6146",0.052,0
"994","ENSP00000361658","ENSP00000285873","9606.ENSP00000285873","9606.ENSP00000361658",905,"GEMIN5","25929","NUP188","23511",0.064,0
"995","ENSP00000354665","ENSP00000215565","9606.ENSP00000215565","9606.ENSP00000354665",976,"NDUFB7","4713","MT-ND6","4541",1,1
"996","ENSP00000308179","ENSP00000225298","9606.ENSP00000225298","9606.ENSP00000308179",999,"UTP18","51096","WDR3","10885",1,1
"997","ENSP00000308117","ENSP00000216127","9606.ENSP00000216127","9606.ENSP00000308117",910,"RASD2","23551","CD248","57124",0.178,0
"998","ENSP00000362924","ENSP00000363822","9606.ENSP00000363822","9606.ENSP00000362924",912,"AR","367","GSN","2934",0.275,0
"999","ENSP00000428056","ENSP00000378181","9606.ENSP00000378181","9606.ENSP00000428056",965,"BRD7","29117","PIK3R1","5295",0.292,0
"1000","ENSP00000359727","ENSP00000310219","9606.ENSP00000310219","9606.ENSP00000359727",942,"HSPA6","3310","BAG2","9532",0.253,0
"1001","ENSP00000425133","ENSP00000309572","9606.ENSP00000309572","9606.ENSP00000425133",944,"TERT","7015","SMG7","9887",0.221,0
"1002","ENSP00000418842","ENSP00000315774","9606.ENSP00000315774","9606.ENSP00000418842",999,"NDUFS8","4728","NDUFA6","4700",0.898,1
"1003","ENSP00000290573","ENSP00000423674","9606.ENSP00000423674","9606.ENSP00000290573",923,"GNPDA1","10007","HK2","3099",0.229,0
"1004","ENSP00000428056","ENSP00000319476","9606.ENSP00000319476","9606.ENSP00000428056",940,"ICOS","29851","PIK3R1","5295",0.287,0
"1005","ENSP00000355330","ENSP00000294304","9606.ENSP00000294304","9606.ENSP00000355330",963,"LRP5","4041","TGM2","7052",0.353,0
"1006","ENSP00000230050","ENSP00000362688","9606.ENSP00000362688","9606.ENSP00000230050",998,"EIF3I","8668","RPS12","6206",0.703,1
"1007","ENSP00000431418","ENSP00000373905","9606.ENSP00000373905","9606.ENSP00000431418",919,"DNM2","1785","NTRK1","4914",0.399,0
"1008","ENSP00000261254","ENSP00000262367","9606.ENSP00000262367","9606.ENSP00000261254",921,"CREBBP","1387","CCND2","894",0.229,0
"1009","ENSP00000447001","ENSP00000309830","9606.ENSP00000309830","9606.ENSP00000447001",999,"RPL38","6169","RPL18","6141",0.809,1
"1010","ENSP00000258962","ENSP00000385269","9606.ENSP00000385269","9606.ENSP00000258962",978,"ELAVL1","1994","SRSF1","6426",0.318,0
"1011","ENSP00000344544","ENSP00000407586","9606.ENSP00000407586","9606.ENSP00000344544",936,"HRAS","3265","IKZF3","22806",0.289,0
"1012","ENSP00000312995","ENSP00000265056","9606.ENSP00000265056","9606.ENSP00000312995",947,"MCM2","4171","CLSPN","63967",0.214,0
"1013","ENSP00000210313","ENSP00000423630","9606.ENSP00000423630","9606.ENSP00000210313",901,"FBXL7","23194","PSMD5","5711",0.158,0
"1014","ENSP00000248437","ENSP00000285735","9606.ENSP00000285735","9606.ENSP00000248437",941,"RHOC","389","TUBA4A","7277",0.278,0
"1015","ENSP00000385479","ENSP00000321744","9606.ENSP00000321744","9606.ENSP00000385479",934,"H2BC4","8347","H3C15","333932",0.379,0
"1016","ENSP00000263253","ENSP00000332194","9606.ENSP00000332194","9606.ENSP00000263253",960,"H2AC20","8338","EP300","2033",0.674,1
"1017","ENSP00000359206","ENSP00000252593","9606.ENSP00000252593","9606.ENSP00000359206",912,"BST2","684","BTRC","8945",0.213,0
"1018","ENSP00000462468","ENSP00000275493","9606.ENSP00000275493","9606.ENSP00000462468",976,"EGFR","1956","YES1","7525",0.381,0
"1019","ENSP00000299300","ENSP00000353048","9606.ENSP00000353048","9606.ENSP00000299300",975,"CCT8L2","150160","CCT2","10576",1,1
"1020","ENSP00000386541","ENSP00000391211","9606.ENSP00000391211","9606.ENSP00000386541",999,"PSMC2","5701","PSMD14","10213",0.622,1
"1021","ENSP00000356382","ENSP00000215727","9606.ENSP00000215727","9606.ENSP00000356382",935,"SERPIND1","3053","F13B","2165",0.207,0
"1022","ENSP00000357981","ENSP00000364140","9606.ENSP00000364140","9606.ENSP00000357981",902,"COL15A1","1306","CTSS","1520",0.334,0
"1023","ENSP00000341189","ENSP00000353452","9606.ENSP00000353452","9606.ENSP00000341189",921,"MYLK","4638","PTK2","5747",0.366,0
"1024","ENSP00000296641","ENSP00000306124","9606.ENSP00000306124","9606.ENSP00000296641",910,"PRKCE","5581","F2RL2","2151",0.348,0
"1025","ENSP00000356848","ENSP00000316114","9606.ENSP00000316114","9606.ENSP00000356848",995,"SGF29","112869","TADA1","117143",0.661,1
"1026","ENSP00000311648","ENSP00000386531","9606.ENSP00000386531","9606.ENSP00000311648",940,"SMPD4","55627","UGT8","7368",0.294,0
"1027","ENSP00000225655","ENSP00000361883","9606.ENSP00000361883","9606.ENSP00000225655",971,"CAP1","10487","PFN1","5216",0.298,0
"1028","ENSP00000355249","ENSP00000261254","9606.ENSP00000261254","9606.ENSP00000355249",963,"CCND2","894","E2F2","1870",0.16,0
"1029","ENSP00000454207","ENSP00000369213","9606.ENSP00000369213","9606.ENSP00000454207",985,"RIGI","23586","TRAF3","7187",0.656,1
"1030","ENSP00000440674","ENSP00000389445","9606.ENSP00000389445","9606.ENSP00000440674",905,"UBAP2L","9898","PHC1","1911",0.2,0
"1031","ENSP00000355051","ENSP00000359531","9606.ENSP00000359531","9606.ENSP00000355051",965,"GTF2B","2959","TAF13","6884",0.734,1
"1032","ENSP00000384273","ENSP00000401802","9606.ENSP00000401802","9606.ENSP00000384273",912,"PSMC6","5706","RELA","5970",0.224,0
"1033","ENSP00000407586","ENSP00000330382","9606.ENSP00000330382","9606.ENSP00000407586",955,"PDGFB","5155","HRAS","3265",0.618,1
"1034","ENSP00000365435","ENSP00000296140","9606.ENSP00000296140","9606.ENSP00000365435",941,"CCR1","1230","TNFRSF1B","7133",0.375,0
"1035","ENSP00000302886","ENSP00000262584","9606.ENSP00000262584","9606.ENSP00000302886",979,"RPL8","6132","PA2G4","5036",0.226,0
"1036","ENSP00000380911","ENSP00000278935","9606.ENSP00000278935","9606.ENSP00000380911",988,"CEP164","22897","CEP83","51134",1,1
"1037","ENSP00000467141","ENSP00000443495","9606.ENSP00000443495","9606.ENSP00000467141",999,"ACTN2","88","TTN","7273",0.348,0
"1038","ENSP00000351284","ENSP00000254719","9606.ENSP00000254719","9606.ENSP00000351284",999,"RPA1","6117","RAD52","5893",0.673,1
"1039","ENSP00000220809","ENSP00000357801","9606.ENSP00000357801","9606.ENSP00000220809",993,"S100A10","6281","PLAT","5327",0.232,0
"1040","ENSP00000325376","ENSP00000336712","9606.ENSP00000336712","9606.ENSP00000325376",962,"TNPO1","3842","HNRNPM","4670",0.029,0
"1041","ENSP00000270625","ENSP00000435777","9606.ENSP00000435777","9606.ENSP00000270625",999,"RPS13","6207","RPS11","6205",0.89,1
"1042","ENSP00000327694","ENSP00000358582","9606.ENSP00000358582","9606.ENSP00000327694",980,"AP4B1","10717","AP2A2","161",0.649,1
"1043","ENSP00000327179","ENSP00000371101","9606.ENSP00000371101","9606.ENSP00000327179",997,"NOL10","79954","UTP4","84916",1,1
"1044","ENSP00000327290","ENSP00000367316","9606.ENSP00000367316","9606.ENSP00000327290",918,"ITGA8","8516","ITGA11","22801",0.768,1
"1045","ENSP00000456405","ENSP00000311486","9606.ENSP00000311486","9606.ENSP00000456405",916,"KICS2","144577","MLST8","64223",0.342,0
"1046","ENSP00000261037","ENSP00000401749","9606.ENSP00000401749","9606.ENSP00000261037",913,"P4HA3","283208","COL8A1","1295",0.794,1
"1047","ENSP00000264033","ENSP00000264972","9606.ENSP00000264972","9606.ENSP00000264033",999,"ZAP70","7535","CBL","867",0.371,0
"1048","ENSP00000363827","ENSP00000384262","9606.ENSP00000384262","9606.ENSP00000363827",944,"HPSE","10855","HSPG2","3339",0.274,0
"1049","ENSP00000258091","ENSP00000270625","9606.ENSP00000270625","9606.ENSP00000258091",925,"RPS11","6205","CCT7","10574",0.185,0
"1050","ENSP00000378483","ENSP00000376753","9606.ENSP00000376753","9606.ENSP00000378483",999,"GIPC1","10755","RGS19","10287",0.359,0
"1051","ENSP00000484789","ENSP00000332194","9606.ENSP00000332194","9606.ENSP00000484789",998,"H2AC20","8338","H4C5","8367",0.376,0
"1052","ENSP00000248248","ENSP00000394071","9606.ENSP00000394071","9606.ENSP00000248248",928,"GDI1","2664","MON1B","22879",0.055,0
"1053","ENSP00000265970","ENSP00000360154","9606.ENSP00000360154","9606.ENSP00000265970",947,"OCRL","4952","PIK3C2A","5286",0.388,0
"1054","ENSP00000370258","ENSP00000256383","9606.ENSP00000256383","9606.ENSP00000370258",947,"EIF2S1","1965","EIF3CL","728689",1,1
"1055","ENSP00000357879","ENSP00000391211","9606.ENSP00000391211","9606.ENSP00000357879",999,"PSMC2","5701","PSMD4","5710",1,1
"1056","ENSP00000302194","ENSP00000232501","9606.ENSP00000232501","9606.ENSP00000302194",902,"NPRL2","10641","ATP6V1G2","534",0.292,0
"1057","ENSP00000386289","ENSP00000377566","9606.ENSP00000377566","9606.ENSP00000386289",926,"ELMO3","79767","GULP1","51454",0.213,0
"1058","ENSP00000347979","ENSP00000243346","9606.ENSP00000243346","9606.ENSP00000347979",904,"NMI","9111","FAS","355",0.363,0
"1059","ENSP00000263253","ENSP00000262367","9606.ENSP00000262367","9606.ENSP00000263253",996,"CREBBP","1387","EP300","2033",0.689,1
"1060","ENSP00000432770","ENSP00000342626","9606.ENSP00000342626","9606.ENSP00000432770",911,"EYA1","2138","EYA4","2070",0.745,1
"1061","ENSP00000216911","ENSP00000262713","9606.ENSP00000262713","9606.ENSP00000216911",955,"AJUBA","84962","AURKA","6790",0.349,0
"1062","ENSP00000376753","ENSP00000362014","9606.ENSP00000362014","9606.ENSP00000376753",915,"DNM1","1759","GIPC1","10755",0.184,0
"1063","ENSP00000411532","ENSP00000453403","9606.ENSP00000453403","9606.ENSP00000411532",987,"NUSAP1","51203","TOP2A","7153",0.333,0
"1064","ENSP00000405068","ENSP00000317992","9606.ENSP00000317992","9606.ENSP00000405068",951,"NOC2L","26155","NOP14","8602",0.312,0
"1065","ENSP00000351015","ENSP00000355325","9606.ENSP00000355325","9606.ENSP00000351015",902,"PSMB5","5693","NF1","4763",0.055,0
"1066","ENSP00000364000","ENSP00000401749","9606.ENSP00000401749","9606.ENSP00000364000",926,"P4HA3","283208","COL5A2","1290",1,1
"1067","ENSP00000264279","ENSP00000472469","9606.ENSP00000472469","9606.ENSP00000264279",983,"RPS28","6234","NOP58","51602",0.682,1
"1068","ENSP00000419087","ENSP00000354687","9606.ENSP00000354687","9606.ENSP00000419087",996,"MT-ND1","4535","NDUFB2","4708",1,1
"1069","ENSP00000227524","ENSP00000262809","9606.ENSP00000262809","9606.ENSP00000227524",913,"ELL","8178","PRPF19","27339",0.208,0
"1070","ENSP00000477868","ENSP00000261461","9606.ENSP00000261461","9606.ENSP00000477868",902,"PPP2R5A","5525","TOX4","9878",0.072,0
"1071","ENSP00000296417","ENSP00000257904","9606.ENSP00000257904","9606.ENSP00000296417",926,"CDK4","1019","H2AZ1","3015",0.272,0
